1748795852.48,-5.04,21.93,271.94,0.95,Fwd,5.88
1748795852.48,-5.04,21.93,271.94,0.96,Fwd,5.88
1748795852.48,-5.04,21.93,271.94,0.96,Fwd,5.88
1748795852.51,-5.04,21.93,271.94,0.96,Fwd,5.88
1748795852.55,-5.04,21.93,271.94,0.96,Fwd,5.88
1748795852.58,-5.04,21.93,271.94,0.96,Fwd,0.00
1748795852.62,-4.73,21.93,271.94,0.96,Fwd,0.00
1748795852.66,-4.73,20.42,271.94,0.96,Fwd,0.00
1748795852.66,-4.73,20.42,268.01,0.96,Fwd,0.00
1748795852.66,-4.73,20.42,268.01,0.89,Fwd,0.00
1748795852.66,-4.73,20.42,268.01,0.89,Fwd,0.00
1748795852.66,-4.73,20.42,268.01,0.89,Fwd,0.00
1748795852.66,-4.73,20.42,268.01,0.89,Fwd,0.00
1748795852.67,-4.73,20.42,268.01,0.89,Fwd,0.00
1748795852.67,-4.14,20.42,268.01,0.89,Fwd,0.00
1748795852.67,-4.14,18.77,268.01,0.89,Fwd,0.00
1748795852.67,-4.14,18.77,265.02,0.89,Fwd,0.00
1748795852.67,-4.14,18.77,265.02,1.00,Fwd,0.00
1748795852.68,-4.14,18.77,265.02,1.00,Fwd,0.00
1748795852.68,-4.14,18.77,265.02,1.00,Fwd,0.00
1748795852.68,-4.14,18.77,265.02,1.00,Fwd,0.00
1748795852.73,-4.14,18.77,265.02,1.00,Fwd,0.00
1748795852.76,-3.88,18.77,265.02,1.00,Fwd,0.00
1748795852.76,-3.88,16.74,265.02,1.00,Fwd,0.00
1748795852.76,-3.88,16.74,263.28,1.00,Fwd,0.00
1748795852.77,-3.88,16.74,263.28,1.04,Fwd,0.00
1748795852.77,-3.88,16.74,263.28,1.04,Fwd,0.00
1748795852.77,-3.88,16.74,263.28,1.04,Fwd,0.00
1748795852.77,-3.88,16.74,263.28,1.04,Fwd,0.00
1748795852.79,-3.88,16.74,263.28,1.04,Fwd,0.00
1748795852.80,-3.70,16.74,263.28,1.04,Fwd,0.00
1748795852.80,-3.70,14.79,263.28,1.04,Fwd,0.00
1748795852.80,-3.70,14.79,262.17,1.04,Fwd,0.00
1748795852.80,-3.70,14.79,262.17,0.97,Fwd,0.00
1748795852.80,-3.70,14.79,262.17,0.97,Fwd,0.00
1748795852.80,-3.70,14.79,262.17,0.97,Fwd,0.00
1748795852.80,-3.70,14.79,262.17,0.97,Fwd,0.00
1748795852.90,-3.70,14.79,262.17,0.97,Fwd,0.00
1748795852.90,-3.58,14.79,262.17,0.97,Fwd,0.00
1748795852.90,-3.58,12.90,262.17,0.97,Fwd,0.00
1748795852.90,-3.58,12.90,261.46,0.97,Fwd,0.00
1748795852.91,-3.58,12.90,261.46,0.97,Fwd,0.00
1748795852.91,-3.58,12.90,261.46,0.97,Fwd,0.00
1748795852.91,-3.58,12.90,261.46,0.97,Fwd,0.00
1748795852.91,-3.58,12.90,261.46,0.97,Fwd,0.00
1748795853.00,-3.58,12.90,261.46,0.97,Fwd,0.00
1748795853.04,-3.56,12.90,261.46,0.97,Fwd,0.00
1748795853.04,-3.56,11.32,261.46,0.97,Fwd,0.00
1748795853.04,-3.56,11.32,260.98,0.97,Fwd,0.00
1748795853.04,-3.56,11.32,260.98,1.10,Fwd,0.00
1748795853.04,-3.56,11.32,260.98,1.10,Fwd,0.00
1748795853.04,-3.56,11.32,260.98,1.10,Fwd,0.00
1748795853.04,-3.56,11.32,260.98,1.10,Fwd,0.00
1748795853.11,-3.56,11.32,260.98,1.10,Fwd,0.00
1748795853.11,-3.28,11.32,260.98,1.10,Fwd,0.00
1748795853.11,-3.28,10.58,260.98,1.10,Fwd,0.00
1748795853.11,-3.28,10.58,260.71,1.10,Fwd,0.00
1748795853.11,-3.28,10.58,260.71,0.96,Fwd,0.00
1748795853.12,-3.28,10.58,260.71,0.96,Fwd,0.00
1748795853.12,-3.28,10.58,260.71,0.96,Fwd,0.00
1748795853.12,-3.28,10.58,260.71,0.96,Fwd,0.00
1748795853.21,-3.28,10.58,260.71,0.96,Fwd,0.00
1748795853.21,-2.93,10.58,260.71,0.96,Fwd,0.00
1748795853.22,-2.93,10.12,260.71,0.96,Fwd,0.00
1748795853.22,-2.93,10.12,260.70,0.96,Fwd,0.00
1748795853.22,-2.93,10.12,260.70,0.91,Fwd,0.00
1748795853.22,-2.93,10.12,260.70,0.91,Fwd,0.00
1748795853.22,-2.93,10.12,260.70,0.91,Fwd,0.00
1748795853.22,-2.93,10.12,260.70,0.91,Fwd,0.00
1748795853.32,-2.93,10.12,260.70,0.91,Fwd,0.00
1748795853.35,-2.56,10.12,260.70,0.91,Fwd,0.00
1748795853.35,-2.56,9.96,260.70,0.91,Fwd,0.00
1748795853.35,-2.56,9.96,260.96,0.91,Fwd,0.00
1748795853.35,-2.56,9.96,260.96,0.95,Fwd,0.00
1748795853.35,-2.56,9.96,260.96,0.95,Fwd,0.00
1748795853.35,-2.56,9.96,260.96,0.95,Fwd,0.00
1748795853.39,-2.56,9.96,260.96,0.95,Fwd,0.00
1748795853.42,-2.56,9.96,260.96,0.95,Fwd,4.34
1748795853.42,-2.25,9.96,260.96,0.95,Fwd,4.34
1748795853.42,-2.25,10.01,260.96,0.95,Fwd,4.34
1748795853.43,-2.25,10.01,261.40,0.95,Fwd,4.34
1748795853.43,-2.25,10.01,261.40,0.97,Fwd,4.34
1748795853.46,-2.25,10.01,261.40,0.97,Fwd,4.34
1748795853.49,-2.25,10.01,261.40,0.97,Fwd,4.34
1748795853.53,-2.25,10.01,261.40,0.97,Fwd,4.34
1748795853.53,-2.25,10.01,261.40,0.97,Fwd,4.34
1748795853.56,-1.97,10.01,261.40,0.97,Fwd,4.34
1748795853.60,-1.97,10.03,261.40,0.97,Fwd,4.34
1748795853.64,-1.97,10.03,261.96,0.97,Fwd,4.34
1748795853.64,-1.97,10.03,261.96,0.92,Fwd,4.34
1748795853.64,-1.97,10.03,261.96,0.92,Fwd,4.34
1748795853.64,-1.97,10.03,261.96,0.92,Fwd,4.34
1748795853.64,-1.97,10.03,261.96,0.92,Fwd,4.34
1748795853.64,-1.97,10.03,261.96,0.92,Fwd,4.34
1748795853.67,-1.76,10.03,261.96,0.92,Fwd,4.34
1748795853.70,-1.76,9.82,261.96,0.92,Fwd,4.34
1748795853.74,-1.76,9.82,262.52,0.92,Fwd,4.34
1748795853.78,-1.76,9.82,262.52,0.98,Fwd,4.34
1748795853.81,-1.76,9.82,262.52,0.98,Fwd,4.34
1748795853.81,-1.76,9.82,262.52,0.98,Fwd,4.34
1748795853.81,-1.76,9.82,262.52,0.98,Fwd,4.34
1748795853.82,-1.76,9.82,262.52,0.98,Fwd,4.34
1748795853.82,-1.61,9.82,262.52,0.98,Fwd,4.34
1748795853.82,-1.61,9.45,262.52,0.98,Fwd,4.34
1748795853.85,-1.61,9.45,263.03,0.98,Fwd,4.34
1748795853.88,-1.61,9.45,263.03,0.98,Fwd,4.34
1748795853.92,-1.61,9.45,263.03,0.98,Fwd,4.34
1748795853.92,-1.61,9.45,263.03,0.98,Fwd,4.34
1748795853.92,-1.61,9.45,263.03,0.98,Fwd,4.34
1748795853.92,-1.61,9.45,263.03,0.98,Fwd,4.34
1748795853.92,-1.44,9.45,263.03,0.98,Fwd,4.34
1748795853.92,-1.44,8.67,263.03,0.98,Fwd,4.34
1748795853.95,-1.44,8.67,263.51,0.98,Fwd,4.34
1748795853.95,-1.44,8.67,263.51,0.93,Fwd,4.34
1748795853.95,-1.44,8.67,263.51,0.93,Fwd,4.34
1748795853.95,-1.44,8.67,263.51,0.93,Fwd,4.34
1748795853.96,-1.44,8.67,263.51,0.93,Fwd,4.34
1748795853.96,-1.44,8.67,263.51,0.93,Fwd,4.34
1748795853.98,-1.24,8.67,263.51,0.93,Fwd,4.34
1748795853.98,-1.24,7.46,263.51,0.93,Fwd,4.34
1748795853.98,-1.24,7.46,263.91,0.93,Fwd,4.34
1748795853.98,-1.24,7.46,263.91,0.97,Fwd,4.34
1748795853.98,-1.24,7.46,263.91,0.97,Fwd,4.34
1748795853.98,-1.24,7.46,263.91,0.97,Fwd,4.34
1748795854.09,-1.24,7.46,263.91,0.97,Fwd,4.34
1748795854.09,-1.24,7.46,263.91,0.97,Fwd,4.34
1748795854.09,-0.96,7.46,263.91,0.97,Fwd,4.34
1748795854.09,-0.96,6.70,263.91,0.97,Fwd,4.34
1748795854.09,-0.96,6.70,264.31,0.97,Fwd,4.34
1748795854.09,-0.96,6.70,264.31,1.00,Fwd,4.34
1748795854.12,-0.96,6.70,264.31,1.00,Fwd,4.34
1748795854.16,-0.96,6.70,264.31,1.00,Fwd,4.34
1748795854.19,-0.96,6.70,264.31,1.00,Fwd,4.34
1748795854.19,-0.96,6.70,264.31,1.00,Fwd,4.34
1748795854.19,-0.64,6.70,264.31,1.00,Fwd,4.34
1748795854.19,-0.64,6.44,264.31,1.00,Fwd,4.34
1748795854.19,-0.64,6.44,264.73,1.00,Fwd,4.34
1748795854.19,-0.64,6.44,264.73,1.00,Fwd,4.34
1748795854.23,-0.64,6.44,264.73,1.00,Fwd,4.34
1748795854.26,-0.64,6.44,264.73,1.00,Fwd,4.34
1748795854.30,-0.64,6.44,264.73,1.00,Fwd,4.34
1748795854.33,-0.64,6.44,264.73,1.00,Fwd,4.34
1748795854.33,-0.39,6.44,264.73,1.00,Fwd,4.34
1748795854.33,-0.39,5.63,264.73,1.00,Fwd,4.34
1748795854.34,-0.39,5.63,265.33,1.00,Fwd,4.34
1748795854.34,-0.39,5.63,265.33,1.21,Fwd,4.34
1748795854.34,-0.39,5.63,265.33,1.21,Fwd,4.34
1748795854.37,-0.39,5.63,265.33,1.21,Fwd,4.34
1748795854.37,-0.39,5.63,265.33,1.21,Fwd,4.34
1748795854.37,-0.39,5.63,265.33,1.21,Fwd,4.34
1748795854.37,0.70,5.63,265.33,1.21,Fwd,4.34
1748795854.37,0.70,7.43,265.33,1.21,Fwd,4.34
1748795854.37,0.70,7.43,266.45,1.21,Fwd,4.34
1748795854.37,0.70,7.43,266.45,1.09,Fwd,4.34
1748795854.37,0.70,7.43,266.45,1.09,Fwd,4.34
1748795854.37,0.70,7.43,266.45,1.09,Fwd,4.34
1748795854.37,0.70,7.43,266.45,1.09,Fwd,4.34
1748795854.40,0.70,7.43,266.45,1.09,Fwd,4.34
1748795854.41,2.31,7.43,266.45,1.09,Fwd,4.34
1748795854.41,2.31,8.55,266.45,1.09,Fwd,4.34
1748795854.41,2.31,8.55,267.85,1.09,Fwd,4.34
1748795854.41,2.31,8.55,267.85,0.96,Fwd,4.34
1748795854.41,2.31,8.55,267.85,0.96,Fwd,4.34
1748795854.41,2.31,8.55,267.85,0.96,Fwd,4.34
1748795854.41,2.31,8.55,267.85,0.96,Fwd,4.34
1748795854.51,2.31,8.55,267.85,0.96,Fwd,3.46
1748795854.51,4.67,8.55,267.85,0.96,Fwd,3.46
1748795854.51,4.67,10.06,267.85,0.96,Fwd,3.46
1748795854.52,4.67,10.06,269.47,0.96,Fwd,3.46
1748795854.52,4.67,10.06,269.47,1.06,Fwd,3.46
1748795854.52,4.67,10.06,269.47,1.06,Fwd,3.46
1748795854.52,4.67,10.06,269.47,1.06,Fwd,3.46
1748795854.52,4.67,10.06,269.47,1.06,Fwd,3.46
1748795854.61,4.67,10.06,269.47,1.06,Fwd,3.46
1748795854.65,7.76,10.06,269.47,1.06,Fwd,3.46
1748795854.65,7.76,12.24,269.47,1.06,Fwd,3.46
1748795854.65,7.76,12.24,271.40,1.06,Fwd,3.46
1748795854.65,7.76,12.24,271.40,1.01,Fwd,3.46
1748795854.66,7.76,12.24,271.40,1.01,Fwd,3.46
1748795854.66,7.76,12.24,271.40,1.01,Fwd,3.46
1748795854.66,7.76,12.24,271.40,1.01,Fwd,3.46
1748795854.72,7.76,12.24,271.40,1.01,Fwd,3.46
1748795854.73,11.50,12.24,271.40,1.01,Fwd,3.46
1748795854.73,11.50,14.72,271.40,1.01,Fwd,3.46
1748795854.73,11.50,14.72,273.84,1.01,Fwd,3.46
1748795854.73,11.50,14.72,273.84,0.98,Fwd,3.46
1748795854.73,11.50,14.72,273.84,0.98,Fwd,3.46
1748795854.73,11.50,14.72,273.84,0.98,Fwd,3.46
1748795854.73,11.50,14.72,273.84,0.98,Fwd,3.46
1748795854.83,11.50,14.72,273.84,0.98,Fwd,3.46
1748795854.86,15.37,14.72,273.84,0.98,Fwd,3.46
1748795854.86,15.37,16.99,273.84,0.98,Fwd,3.46
1748795854.86,15.37,16.99,276.85,0.98,Fwd,3.46
1748795854.86,15.37,16.99,276.85,0.93,Fwd,3.46
1748795854.87,15.37,16.99,276.85,0.93,Fwd,3.46
1748795854.87,15.37,16.99,276.85,0.93,Fwd,3.46
1748795854.87,15.37,16.99,276.85,0.93,Fwd,3.46
1748795854.89,15.37,16.99,276.85,0.93,Fwd,3.46
1748795854.90,18.56,16.99,276.85,0.93,Fwd,3.46
1748795854.90,18.56,18.54,276.85,0.93,Fwd,3.46
1748795854.90,18.56,18.54,280.07,0.93,Fwd,3.46
1748795854.90,18.56,18.54,280.07,0.84,Fwd,3.46
1748795854.90,18.56,18.54,280.07,0.84,Fwd,3.46
1748795854.90,18.56,18.54,280.07,0.84,Fwd,3.46
1748795854.90,18.56,18.54,280.07,0.84,Fwd,3.46
1748795855.00,18.56,18.54,280.07,0.84,Fwd,3.46
1748795855.00,20.56,18.54,280.07,0.84,Fwd,3.46
1748795855.00,20.56,19.39,280.07,0.84,Fwd,3.46
1748795855.00,20.56,19.39,282.94,0.84,Fwd,3.46
1748795855.00,20.56,19.39,282.94,0.84,Fwd,3.46
1748795855.01,20.56,19.39,282.94,0.84,Fwd,3.46
1748795855.01,20.56,19.39,282.94,0.84,Fwd,3.46
1748795855.01,20.56,19.39,282.94,0.84,Fwd,3.46
1748795855.10,20.56,19.39,282.94,0.84,Fwd,3.46
1748795855.14,21.35,19.39,282.94,0.84,Fwd,3.46
1748795855.14,21.35,19.63,282.94,0.84,Fwd,3.46
1748795855.14,21.35,19.63,285.09,0.84,Fwd,3.46
1748795855.14,21.35,19.63,285.09,0.95,Fwd,3.46
1748795855.14,21.35,19.63,285.09,0.95,Fwd,3.46
